,Name,FA,Team,Year,Birth,Age,Position,WAR,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,Salary,Prev_Salary,is_rookie
118,문희성,X,DOOSAN,2001,1973.0,28.0,1B,0.02,29.0,-0.04,0.06,49.0,48.0,44.0,2.0,10.0,2.0,0.0,2.0,18.0,6.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,1.0,0.0,0.227,0.292,0.409,0.701,-0.048,71.0,3200.0,2900.0,X
119,박경완,X,HYUNDAI,2001,1972.0,29.0,C,4.33,130.0,3.73,0.6,528.0,520.0,421.0,66.0,108.0,13.0,1.0,24.0,195.0,81.0,21.0,8.0,91.0,7.0,2.0,121.0,9.0,6.0,3.0,0.257,0.395,0.463,0.858,0.025,125.4,28000.0,23000.0,X
120,박경진,X,LOTTE,2001,1976.0,25.0,C,-0.15,50.0,-0.26,0.11,66.0,66.0,55.0,6.0,10.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,10.0,0.0,0.0,15.0,1.0,0.0,1.0,0.182,0.303,0.182,0.485,-0.096,33.6,2400.0,2000.0,X
121,박계원,X,SK/SSG,2001,1970.0,31.0,2B,-0.01,48.0,0.0,0.0,22.0,22.0,20.0,15.0,5.0,1.0,0.0,0.0,6.0,2.0,7.0,2.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,0.25,0.318,0.3,0.618,-0.05,68.6,4700.0,4500.0,X
122,박기혁,X,LOTTE,2001,1981.0,20.0,SS,-0.59,47.0,-0.65,0.06,61.0,60.0,56.0,10.0,8.0,3.0,0.0,1.0,14.0,7.0,2.0,1.0,3.0,0.0,0.0,11.0,1.0,1.0,1.0,0.143,0.183,0.25,0.433,-0.162,-14.7,2000.0,1700.0,X
123,박명환,,DOOSAN,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,6500.0,X
124,박보현,,DOOSAN,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800.0,4400.0,X
125,박봉수,,SAMSUNG,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0,,O
126,박상민,X,LOTTE,2001,1978.0,23.0,OF,0.06,7.0,0.06,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.61,572.2,1900.0,2000.0,X
127,박석진,,LOTTE,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9200.0,6500.0,X
128,박연수,X,LG,2001,1974.0,27.0,OF,1.26,70.0,1.45,-0.19,114.0,114.0,94.0,14.0,31.0,6.0,1.0,3.0,48.0,29.0,1.0,1.0,19.0,1.0,0.0,23.0,2.0,0.0,0.0,0.33,0.447,0.511,0.958,0.085,171.6,4000.0,3200.0,X
129,박우호,,HYUNDAI,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,O
130,박장희,,HYUNDAI,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,5000.0,X
131,박재상,X,SK/SSG,2001,1982.0,19.0,LF,-0.11,8.0,-0.11,0.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.354,-163.4,,,
132,박재홍,X,HYUNDAI,2001,1973.0,28.0,DH,3.0,127.0,3.45,-0.45,570.0,568.0,489.0,75.0,139.0,20.0,3.0,18.0,219.0,80.0,7.0,7.0,74.0,2.0,2.0,86.0,12.0,0.0,5.0,0.284,0.377,0.448,0.825,0.017,119.6,22000.0,22000.0,X
133,박정진,,HANWHA,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200.0,2000.0,X
134,박정태,X,LOTTE,2001,1969.0,32.0,2B,-0.15,118.0,0.83,-0.98,415.0,409.0,356.0,35.0,88.0,25.0,1.0,7.0,136.0,59.0,1.0,2.0,46.0,2.0,2.0,41.0,18.0,4.0,7.0,0.247,0.331,0.382,0.713,-0.029,84.9,15500.0,16500.0,X
135,박정환,X,SAMSUNG,2001,1977.0,24.0,SS,0.39,84.0,0.5,-0.1,249.0,241.0,217.0,30.0,57.0,8.0,3.0,5.0,86.0,36.0,0.0,2.0,20.0,2.0,0.0,48.0,10.0,8.0,2.0,0.263,0.328,0.396,0.724,-0.027,86.7,3800.0,2300.0,X
136,박종윤,,LOTTE,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0,,O
137,박종호,X,HYUNDAI,2001,1973.0,28.0,2B,0.23,123.0,0.16,0.07,542.0,519.0,456.0,67.0,110.0,12.0,3.0,9.0,155.0,65.0,5.0,1.0,46.0,16.0,1.0,53.0,14.0,22.0,2.0,0.241,0.331,0.34,0.671,-0.052,68.5,,,
138,박종호,,LG,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13500.0,13500.0,X
139,박주언,,SK/SSG,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200.0,,O
140,박준서,,LOTTE,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300.0,2000.0,X
141,박준서,X,SK/SSG,2001,1981.0,20.0,SS,-0.01,25.0,0.0,-0.02,22.0,21.0,19.0,4.0,5.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0,1.0,0.0,0.263,0.333,0.263,0.596,-0.054,66.9,,,
142,박준수,,HYUNDAI,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100.0,,O
143,박지철,,LOTTE,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9400.0,3300.0,X
144,박진만,X,HYUNDAI,2001,1976.0,25.0,SS,3.32,122.0,3.26,0.06,449.0,437.0,383.0,72.0,115.0,13.0,0.0,22.0,194.0,63.0,9.0,6.0,47.0,4.0,0.0,65.0,13.0,12.0,3.0,0.3,0.38,0.507,0.887,0.03,129.1,16000.0,10500.0,X
145,박진철,,KIA,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5100.0,3100.0,X
146,박창근,,SK/SSG,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,O
147,박충식,,KIA,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000.0,6000.0,X
148,박한이,X,SAMSUNG,2001,1979.0,22.0,RF,2.15,130.0,2.97,-0.82,501.0,492.0,420.0,77.0,117.0,25.0,3.0,13.0,187.0,61.0,17.0,9.0,60.0,12.0,0.0,60.0,14.0,9.0,0.0,0.279,0.384,0.445,0.829,0.016,118.6,4000.0,,X
149,박현승,X,LOTTE,2001,1972.0,29.0,3B,3.34,123.0,3.29,0.05,521.0,514.0,427.0,76.0,123.0,21.0,4.0,5.0,167.0,53.0,15.0,6.0,72.0,13.0,1.0,68.0,5.0,6.0,3.0,0.288,0.404,0.391,0.795,0.016,118.8,8500.0,7000.0,X
150,방동민,,KIA,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,2000.0,X
151,방진호,X,HANWHA,2001,1977.0,24.0,2B,-0.59,37.0,-0.61,0.02,41.0,39.0,37.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,1.0,2.0,0.0,0.108,0.154,0.108,0.262,-0.22,-53.5,2000.0,1500.0,X
152,배영수,,SAMSUNG,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500.0,2200.0,X
153,백재호,X,HANWHA,2001,1974.0,27.0,2B,0.97,88.0,1.45,-0.48,255.0,254.0,217.0,18.0,60.0,7.0,0.0,6.0,85.0,25.0,2.0,0.0,35.0,1.0,0.0,43.0,7.0,1.0,1.0,0.276,0.378,0.392,0.77,0.006,111.0,6000.0,5600.0,X
154,서성민,,HYUNDAI,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,O
155,서용빈,X,LG,2001,1971.0,30.0,1B,0.29,126.0,1.3,-1.01,421.0,411.0,371.0,36.0,106.0,19.0,4.0,0.0,133.0,49.0,4.0,2.0,37.0,5.0,3.0,50.0,10.0,7.0,1.0,0.286,0.357,0.358,0.715,-0.019,92.4,7500.0,7000.0,X
156,서창호,X,HANWHA,2001,1978.0,23.0,IF,-0.11,13.0,-0.03,-0.08,20.0,20.0,15.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,0.133,0.35,0.133,0.483,-0.067,55.5,2000.0,,O
157,서한규,,HYUNDAI,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800.0,1700.0,X
158,서한규,X,LOTTE,2001,1973.0,28.0,SS,-0.21,10.0,-0.23,0.02,8.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.361,-169.1,,,
159,성영재,,KIA,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9300.0,8200.0,X
160,손민한,,LOTTE,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000.0,5500.0,X
161,손지환,X,LG,2001,1978.0,23.0,2B,0.3,96.0,-0.19,0.48,211.0,202.0,188.0,25.0,47.0,8.0,1.0,5.0,72.0,22.0,2.0,4.0,12.0,1.0,0.0,29.0,3.0,9.0,1.0,0.25,0.297,0.383,0.68,-0.053,67.9,3700.0,3100.0,X
162,손차훈,X,SK/SSG,2001,1970.0,31.0,2B,0.02,37.0,-0.06,0.08,79.0,78.0,74.0,4.0,20.0,5.0,0.0,0.0,25.0,10.0,0.0,1.0,3.0,1.0,0.0,10.0,2.0,1.0,0.0,0.27,0.308,0.338,0.646,-0.052,67.3,,,
163,손혁,,KIA,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000.0,7500.0,X
164,송신영,,HYUNDAI,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600.0,1800.0,X
165,송원국,X,DOOSAN,2001,1979.0,22.0,2B,-0.68,36.0,-0.26,-0.42,86.0,86.0,81.0,10.0,19.0,2.0,0.0,3.0,30.0,15.0,2.0,0.0,3.0,0.0,0.0,14.0,4.0,0.0,2.0,0.235,0.256,0.37,0.626,-0.088,39.6,2800.0,1800.0,X
166,송재익,X,SK/SSG,2001,1974.0,27.0,IF,-0.97,100.0,-0.56,-0.41,208.0,201.0,175.0,20.0,33.0,10.0,0.0,2.0,49.0,22.0,9.0,1.0,20.0,4.0,0.0,55.0,3.0,7.0,2.0,0.189,0.284,0.28,0.564,-0.088,41.7,3200.0,2200.0,X
167,송지만,X,HANWHA,2001,1973.0,28.0,RF,1.28,108.0,2.29,-1.01,391.0,383.0,344.0,55.0,98.0,19.0,0.0,22.0,183.0,69.0,5.0,6.0,36.0,4.0,4.0,69.0,9.0,4.0,3.0,0.285,0.357,0.532,0.889,0.018,120.2,12500.0,11600.0,X
168,신경현,X,HANWHA,2001,1975.0,26.0,C,0.55,23.0,0.44,0.11,45.0,45.0,40.0,5.0,13.0,5.0,0.0,0.0,18.0,6.0,0.0,0.0,5.0,0.0,0.0,12.0,0.0,0.0,0.0,0.325,0.4,0.45,0.85,0.051,145.6,,,
169,신국환,X,HANWHA,2001,1972.0,29.0,RF,-0.67,68.0,-0.34,-0.33,84.0,83.0,72.0,8.0,16.0,4.0,0.0,0.0,20.0,3.0,1.0,3.0,7.0,3.0,0.0,15.0,4.0,1.0,1.0,0.222,0.313,0.278,0.591,-0.075,49.9,3000.0,3500.0,X
170,신동주,X,KIA,2001,1972.0,29.0,RF,1.89,116.0,1.53,0.36,435.0,431.0,387.0,64.0,110.0,24.0,1.0,11.0,169.0,52.0,13.0,8.0,33.0,10.0,3.0,58.0,5.0,1.0,4.0,0.284,0.353,0.437,0.79,-0.022,100.2,8600.0,7000.0,X
171,신명철,X,LOTTE,2001,1978.0,23.0,SS,-0.36,28.0,-0.36,0.0,35.0,35.0,33.0,6.0,5.0,1.0,0.0,0.0,6.0,5.0,1.0,0.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,0.152,0.2,0.182,0.382,-0.167,-21.0,2000.0,,O
172,신용운,,KIA,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,O
173,신윤호,,LG,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8100.0,2700.0,X
174,신재웅,,HANWHA,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3000.0,X
175,신주일,X,SK/SSG,2001,1977.0,24.0,IF,0.02,5.0,0.02,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.03,129.8,,,
176,신철인,,HYUNDAI,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6300.0,3300.0,X
177,심성보,X,LG,2001,1973.0,28.0,RF,0.45,97.0,0.4,0.04,247.0,240.0,219.0,21.0,61.0,11.0,0.0,2.0,78.0,34.0,3.0,2.0,19.0,0.0,1.0,39.0,1.0,6.0,3.0,0.279,0.332,0.356,0.688,-0.033,82.1,4700.0,4000.0,X
178,심재윤,X,HANWHA,2001,1975.0,26.0,DH,-0.12,6.0,0.0,-0.12,7.0,7.0,6.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.167,0.286,0.333,0.619,-0.052,67.0,,,
179,심재학,X,DOOSAN,2001,1972.0,29.0,RF,6.89,117.0,7.08,-0.19,469.0,457.0,369.0,83.0,127.0,20.0,1.0,24.0,221.0,88.0,7.0,1.0,86.0,7.0,8.0,50.0,6.0,4.0,3.0,0.344,0.473,0.599,1.072,0.108,187.0,20000.0,11500.0,X
180,심정수,X,HYUNDAI,2001,1975.0,26.0,RF,2.86,107.0,3.77,-0.91,453.0,449.0,381.0,67.0,112.0,19.0,1.0,18.0,187.0,70.0,8.0,2.0,60.0,11.0,4.0,75.0,11.0,0.0,1.0,0.294,0.404,0.491,0.895,0.035,133.3,16000.0,16000.0,X
181,심제훈,X,KIA,2001,1978.0,23.0,IF,-0.58,55.0,-0.52,-0.06,24.0,23.0,23.0,10.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,0.087,0.087,0.13,0.217,-0.487,-78.1,2100.0,,O
182,안경현,X,DOOSAN,2001,1970.0,31.0,2B,2.99,131.0,3.14,-0.16,539.0,531.0,457.0,68.0,129.0,31.0,1.0,17.0,213.0,87.0,4.0,1.0,54.0,13.0,1.0,51.0,17.0,7.0,8.0,0.282,0.368,0.466,0.834,0.009,113.6,13500.0,8000.0,X
183,안상준,X,LG,2001,1973.0,28.0,3B,-0.83,65.0,-0.75,-0.08,194.0,188.0,171.0,17.0,39.0,5.0,0.0,2.0,50.0,10.0,1.0,3.0,13.0,2.0,0.0,32.0,4.0,6.0,2.0,0.228,0.287,0.292,0.579,-0.087,42.3,4300.0,4800.0,X
184,안재만,X,SK/SSG,2001,1974.0,27.0,3B,1.28,124.0,1.51,-0.23,438.0,426.0,369.0,52.0,94.0,15.0,0.0,11.0,142.0,44.0,19.0,5.0,50.0,6.0,0.0,90.0,14.0,12.0,1.0,0.255,0.352,0.385,0.737,-0.051,94.1,5400.0,3800.0,X
185,안희봉,X,KIA,2001,1972.0,29.0,1B,-0.04,9.0,-0.06,0.02,13.0,13.0,12.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.25,0.308,0.25,0.558,-0.106,25.7,,,
186,양용모,X,SK/SSG,2001,1967.0,34.0,C,-0.57,103.0,-0.63,0.07,221.0,211.0,192.0,30.0,45.0,9.0,0.0,1.0,57.0,19.0,12.0,6.0,13.0,4.0,0.0,46.0,1.0,10.0,2.0,0.234,0.294,0.297,0.591,-0.078,49.8,6000.0,5600.0,X
187,양준혁,X,LG,2001,1969.0,32.0,DH,5.49,124.0,6.65,-1.16,531.0,524.0,439.0,79.0,156.0,20.0,3.0,14.0,224.0,92.0,12.0,5.0,80.0,1.0,4.0,55.0,9.0,2.0,8.0,0.355,0.449,0.51,0.959,0.082,168.6,,,
188,양준혁,,SAMSUNG,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33000.0,27000.0,X
189,양현석,X,SK/SSG,2001,1977.0,24.0,LF,0.38,113.0,1.19,-0.81,334.0,329.0,289.0,34.0,71.0,16.0,2.0,11.0,124.0,44.0,3.0,4.0,35.0,5.0,2.0,58.0,9.0,3.0,2.0,0.246,0.335,0.429,0.764,0.035,100.6,3800.0,2500.0,X
190,엄정대,X,LOTTE,2001,1975.0,26.0,OF,-0.03,5.0,-0.03,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.357,-166.0,1800.0,2000.0,X
191,엄정욱,,SK/SSG,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800.0,,O
192,에레라,,LOTTE,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000.0,,X
193,염종석,,LOTTE,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6100.0,5000.0,X
194,오상민,,SAMSUNG,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000.0,5000.0,X
195,오세학,X,DOOSAN,2001,1979.0,22.0,C,-0.05,8.0,-0.09,0.04,6.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.167,0.167,0.334,-0.208,-52.3,,,
196,오승준,,SK/SSG,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,O
197,오우진,X,KIA,2001,1979.0,22.0,DH,-0.07,3.0,0.05,-0.12,7.0,7.0,7.0,1.0,2.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.286,0.286,0.714,1.0,0.021,122.5,2000.0,,O
198,오철민,,KIA,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500.0,3700.0,X
199,오철민,,KIA,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500.0,3700.0,X
200,위재영,,HYUNDAI,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000.0,12500.0,X
201,유재웅,,DOOSAN,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,O
202,유필선,X,DOOSAN,2001,1970.0,31.0,OF,-0.03,8.0,-0.04,0.01,7.0,7.0,6.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.167,0.286,0.167,0.453,-0.112,21.0,,,
203,유현승,,LG,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4100.0,2500.0,X
204,윤길현,,SK/SSG,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,O
205,윤재국,,LOTTE,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4300.0,4300.0,X
206,윤재국,X,SK/SSG,2001,1975.0,26.0,LF,1.49,109.0,1.32,0.17,356.0,333.0,300.0,40.0,83.0,10.0,2.0,10.0,127.0,38.0,11.0,4.0,31.0,0.0,1.0,57.0,4.0,22.0,3.0,0.277,0.341,0.423,0.764,-0.011,98.1,,,
207,윤태수,,DOOSAN,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,O
208,윤현식,X,LG,2001,1977.0,24.0,IF,-0.29,19.0,-0.21,-0.08,15.0,15.0,13.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.077,0.2,0.077,0.277,-0.198,-44.6,2500.0,2300.0,X
209,윤형진,,KIA,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500.0,2700.0,X
210,이강철,,KIA,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000.0,17000.0,X
211,이경필,,DOOSAN,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500.0,6000.0,X
212,이계성,X,LOTTE,2001,1977.0,24.0,OF,0.49,109.0,0.2,0.29,335.0,327.0,292.0,38.0,71.0,18.0,2.0,4.0,105.0,35.0,6.0,4.0,31.0,0.0,0.0,57.0,3.0,8.0,4.0,0.243,0.312,0.36,0.672,-0.042,75.1,,,
213,이광우,,LG,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000.0,9750.0,X
214,이대일,,LOTTE,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800.0,,O
215,이대진,,KIA,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11500.0,,X
216,이대현,X,DOOSAN,2001,1982.0,19.0,C,-0.27,21.0,-0.37,0.09,19.0,19.0,18.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.056,0.105,0.111,0.216,-0.256,-88.4,,,
217,이대호,X,LOTTE,2001,1982.0,19.0,1B,0.17,6.0,0.18,-0.01,9.0,9.0,8.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.556,0.5,1.056,0.158,227.2,2000.0,2000.0,X
218,이대환,,HYUNDAI,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,O
219,이도형,X,DOOSAN,2001,1975.0,26.0,C,0.13,40.0,0.19,-0.05,93.0,93.0,86.0,6.0,22.0,7.0,1.0,2.0,37.0,13.0,0.0,0.0,5.0,2.0,0.0,16.0,4.0,0.0,0.0,0.256,0.312,0.43,0.742,-0.031,83.2,,,
220,이동수,X,KIA,2001,1973.0,28.0,1B,2.0,84.0,2.52,-0.51,294.0,294.0,241.0,39.0,66.0,11.0,1.0,15.0,124.0,49.0,0.0,1.0,47.0,3.0,0.0,75.0,8.0,0.0,3.0,0.274,0.395,0.515,0.91,0.196,137.1,7000.0,6200.0,X
221,이동욱,X,LOTTE,2001,1974.0,27.0,2B,-0.11,9.0,-0.11,0.01,12.0,12.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.111,0.25,0.111,0.361,-0.151,-8.8,2000.0,2000.0,X
222,이동현,,LG,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,2000.0,X
223,이명수,X,HYUNDAI,2001,1966.0,35.0,1B,0.15,91.0,0.51,-0.37,190.0,183.0,153.0,19.0,38.0,6.0,0.0,1.0,47.0,19.0,1.0,2.0,29.0,0.0,0.0,20.0,8.0,7.0,1.0,0.248,0.366,0.307,0.673,-0.019,92.5,,,
224,이명우,,LOTTE,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,O
225,이명호,,LOTTE,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900.0,1800.0,X
226,이범호,X,HANWHA,2001,1981.0,20.0,2B,-0.78,71.0,-0.74,-0.04,159.0,152.0,138.0,22.0,27.0,7.0,1.0,3.0,45.0,16.0,2.0,4.0,11.0,2.0,0.0,25.0,3.0,7.0,1.0,0.196,0.263,0.326,0.589,-0.09,40.4,2400.0,2000.0,X
227,이병규9,X,LG,2001,1974.0,27.0,CF,3.62,133.0,3.72,-0.1,607.0,597.0,542.0,107.0,167.0,30.0,4.0,12.0,241.0,83.0,24.0,8.0,54.0,4.0,6.0,69.0,10.0,4.0,3.0,0.308,0.373,0.445,0.818,0.014,117.2,20000.0,20000.0,X
228,이병석,,KIA,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7600.0,4800.0,X
229,이상목,,HANWHA,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8500.0,6000.0,X
230,이상열,,HYUNDAI,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500.0,3000.0,X
231,이상훈,,DOOSAN,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4600.0,5000.0,X
232,이송영,X,HANWHA,2001,1979.0,22.0,C,-0.03,1.0,-0.03,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.353,-163.0,,,
233,이숭용,X,HYUNDAI,2001,1971.0,30.0,CF,2.79,124.0,3.16,-0.37,496.0,488.0,430.0,53.0,129.0,29.0,1.0,10.0,190.0,64.0,4.0,0.0,47.0,9.0,2.0,47.0,5.0,6.0,4.0,0.3,0.378,0.442,0.82,0.014,116.8,16000.0,10500.0,X
234,이승엽,X,SAMSUNG,2001,1976.0,25.0,1B,5.13,127.0,5.91,-0.78,574.0,562.0,463.0,101.0,128.0,31.0,2.0,39.0,280.0,95.0,4.0,2.0,96.0,12.0,11.0,130.0,6.0,1.0,2.0,0.276,0.412,0.605,1.017,0.059,150.6,41000.0,30000.0,X
235,이승호,,LG,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300.0,4500.0,X
236,이승호,,LG,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300.0,3800.0,X
237,이승호,,SK/SSG,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000.0,4500.0,X
238,이승호,,SK/SSG,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000.0,3800.0,X
239,이승화,,LOTTE,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,2000.0,X
240,이영우,X,HANWHA,2001,1973.0,28.0,LF,2.91,126.0,3.61,-0.69,448.0,440.0,381.0,72.0,109.0,25.0,3.0,15.0,185.0,65.0,10.0,3.0,62.0,0.0,4.0,70.0,8.0,4.0,1.0,0.286,0.385,0.486,0.871,0.034,131.9,,,
241,이용주,X,HYUNDAI,2001,1976.0,25.0,IF,-0.07,25.0,-0.08,0.01,28.0,28.0,26.0,6.0,6.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.231,0.286,0.269,0.555,-0.084,42.7,2000.0,1800.0,X
242,이용호,,LG,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500.0,,O
243,이용훈,,SK/SSG,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500.0,3500.0,X
244,이우민,X,LOTTE,2001,1982.0,19.0,LF,-0.26,16.0,-0.17,-0.09,10.0,10.0,9.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.111,0.2,0.111,0.311,-0.23,-68.6,,,
245,이원식,,KIA,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5400.0,3500.0,X
246,이일의,,LG,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.0,,X
