,Name,FA,Team,Year,Birth,Age,Position,WAR,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,Salary,Prev_Salary,is_rookie
14170,박성빈,,SK/SSG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.0,3000.0,X
14171,박성빈,,SK/SSG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.0,3000.0,X
14172,박성재,,DOOSAN,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.0,3100.0,X
14173,박성한,X,SK/SSG,2024,1998.0,26.0,SS,3.6,137.0,3.5,0.1,564.0,559.0,489.0,78.0,147.0,24.0,0.0,10.0,201.0,67.0,13.0,3.0,64.0,2.0,3.0,86.0,11.0,3.0,6.0,0.301,0.38,0.411,0.791,0.145,104.0,37000.0,30000.0,X
14174,박세웅,,LOTTE,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135000.0,135000.0,X
14175,박세진,,KT,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3700.0,3500.0,X
14176,박세혁,O,NC,2024,1990.0,34.0,C,0.48,82.0,0.69,-0.21,171.0,166.0,148.0,21.0,39.0,9.0,0.0,1.0,51.0,10.0,4.0,0.0,14.0,3.0,0.0,43.0,3.0,5.0,1.0,0.264,0.337,0.345,0.682,0.108,82.4,60000.0,70000.0,X
14177,박세현,,LOTTE,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,O
14178,박수종,X,HEROES,2024,1999.0,25.0,CF,0.05,80.0,-0.05,0.11,148.0,144.0,129.0,23.0,33.0,5.0,1.0,0.0,40.0,6.0,3.0,0.0,13.0,2.0,0.0,17.0,4.0,4.0,0.0,0.256,0.333,0.31,0.643,0.097,73.8,4500.0,4000.0,X
14179,박승규,,SAMSUNG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5200.0,5700.0,X
14180,박승욱,X,LOTTE,2024,1992.0,32.0,SS,1.01,139.0,1.65,-0.64,468.0,463.0,405.0,57.0,106.0,19.0,1.0,7.0,148.0,53.0,4.0,5.0,47.0,10.0,3.0,120.0,7.0,3.0,3.0,0.262,0.351,0.365,0.716,0.121,86.4,17000.0,13500.0,X
14181,박시영,,LOTTE,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,9000.0,X
14182,박시원,,LG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3000.0,X
14183,박시원,,LG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3000.0,X
14184,박시원,X,NC,2024,2001.0,23.0,CF,-0.46,55.0,-0.26,-0.2,158.0,156.0,141.0,17.0,33.0,5.0,1.0,2.0,46.0,17.0,3.0,0.0,14.0,0.0,0.0,46.0,2.0,2.0,1.0,0.234,0.301,0.326,0.627,0.08,60.9,12000.0,3000.0,X
14185,박시원,X,NC,2024,2001.0,23.0,CF,-0.46,55.0,-0.26,-0.2,158.0,156.0,141.0,17.0,33.0,5.0,1.0,2.0,46.0,17.0,3.0,0.0,14.0,0.0,0.0,46.0,2.0,2.0,1.0,0.234,0.301,0.326,0.627,0.08,60.9,12000.0,3000.0,X
14186,박시후,,SK/SSG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.0,3000.0,X
14187,박신지,,DOOSAN,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200.0,3500.0,X
14188,박영빈,X,NC,2024,1997.0,27.0,LF,-0.09,19.0,0.13,-0.23,7.0,7.0,6.0,3.0,3.0,2.0,0.0,0.0,5.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.5,0.571,0.833,1.404,0.374,278.2,3100.0,3200.0,X
14189,박영현,,KT,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24000.0,16000.0,X
14190,박웅,,DOOSAN,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300.0,3300.0,X
14191,박윤성,,HEROES,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500.0,3000.0,X
14192,박재엽,,LOTTE,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,O
14193,박재현,,KIA,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,O
14194,박정빈,,SK/SSG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3000.0,X
14195,박정수,,DOOSAN,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5200.0,5500.0,X
14196,박정우,X,KIA,2024,1998.0,26.0,CF,0.42,66.0,0.05,0.37,69.0,69.0,65.0,17.0,20.0,3.0,1.0,0.0,25.0,11.0,0.0,1.0,4.0,0.0,0.0,14.0,3.0,0.0,0.0,0.308,0.348,0.385,0.733,0.121,89.2,6500.0,3800.0,X
14197,박정훈,,HEROES,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3000.0,X
14198,박종훈,,SK/SSG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000.0,110000.0,X
14199,박주성,,HEROES,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3700.0,3700.0,X
14200,박주혁,,SAMSUNG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3800.0,3800.0,X
14201,박주현,,NC,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3000.0,X
14202,박주홍,X,HEROES,2024,2001.0,23.0,LF,-0.27,25.0,-0.44,0.17,59.0,59.0,49.0,5.0,5.0,2.0,0.0,0.0,7.0,1.0,2.0,0.0,10.0,0.0,0.0,17.0,1.0,0.0,0.0,0.102,0.254,0.143,0.397,0.016,12.6,3700.0,3600.0,X
14203,박준순,,DOOSAN,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,O
14204,박준영,X,DOOSAN,2024,1997.0,27.0,SS,1.47,65.0,0.91,0.56,212.0,211.0,186.0,25.0,42.0,9.0,2.0,7.0,76.0,28.0,2.0,0.0,21.0,3.0,0.0,58.0,3.0,1.0,1.0,0.226,0.313,0.409,0.722,0.114,86.6,8500.0,7000.0,X
14205,박준용,,SAMSUNG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3000.0,X
14206,박준우,,LOTTE,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.0,3000.0,X
14207,박준표,,KIA,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7500.0,8000.0,X
14208,박준혁,,KT,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3000.0,X
14209,박준형,X,HEROES,2024,1999.0,25.0,C,-0.22,4.0,-0.12,-0.11,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19,-154.2,,,
14210,박지호,,DOOSAN,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.0,3000.0,X
14211,박지환,X,SK/SSG,2024,2005.0,19.0,2B,0.09,76.0,0.49,-0.4,249.0,246.0,228.0,33.0,63.0,9.0,2.0,4.0,88.0,21.0,8.0,3.0,12.0,3.0,0.0,61.0,3.0,3.0,3.0,0.276,0.317,0.386,0.703,0.106,75.2,6200.0,3000.0,X
14212,박지훈,,DOOSAN,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3240.0,3600.0,X
14213,박진,,LOTTE,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.0,3300.0,X
14214,박진우,,SAMSUNG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.0,3000.0,X
14215,박진형,,LOTTE,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5600.0,8600.0,X
14216,박찬호,X,KIA,2024,1995.0,29.0,SS,2.78,134.0,2.58,0.2,577.0,570.0,515.0,86.0,158.0,24.0,1.0,5.0,199.0,61.0,20.0,13.0,48.0,1.0,1.0,44.0,9.0,7.0,6.0,0.307,0.363,0.386,0.749,0.129,95.7,45000.0,30000.0,X
14217,박치국,,DOOSAN,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000.0,13000.0,X
14218,박태완,,KT,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3000.0,X
14219,박한결,X,NC,2024,2004.0,20.0,LF,-0.28,28.0,-0.07,-0.21,71.0,71.0,65.0,8.0,12.0,1.0,0.0,7.0,34.0,14.0,0.0,0.0,6.0,0.0,0.0,29.0,1.0,0.0,0.0,0.185,0.254,0.523,0.777,0.11,84.6,3500.0,3100.0,X
14220,박해민,O,LG,2024,1990.0,34.0,CF,2.03,144.0,1.44,0.59,553.0,548.0,482.0,72.0,127.0,16.0,6.0,6.0,173.0,56.0,43.0,13.0,46.0,11.0,0.0,101.0,3.0,5.0,9.0,0.263,0.336,0.359,0.695,0.112,86.1,60000.0,60000.0,X
14221,박헌,,KIA,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,O
14222,배동현,,HANWHA,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400.0,3000.0,X
14223,배민서,,HANWHA,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4100.0,5100.0,X
14224,배세종,,LOTTE,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3000.0,X
14225,배승수,,HANWHA,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,O
14226,배재준,,LG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500.0,6000.0,X
14227,배재환,,NC,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500.0,6300.0,X
14228,배정대,X,KT,2024,1995.0,29.0,CF,0.88,113.0,1.41,-0.52,473.0,464.0,404.0,49.0,111.0,25.0,1.0,7.0,159.0,59.0,9.0,7.0,50.0,4.0,1.0,114.0,5.0,8.0,7.0,0.275,0.355,0.394,0.749,0.129,94.1,34000.0,32000.0,X
14229,배찬승,,SAMSUNG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,O
14230,백두산,X,LOTTE,2024,2001.0,23.0,C,-0.02,1.0,-0.02,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19,-127.9,3100.0,3000.0,X
14231,백선기,,LG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3000.0,X
14232,백승건,,SK/SSG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200.0,4600.0,X
14233,백승현,,LG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000.0,9200.0,X
14234,백정현,,SAMSUNG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000.0,40000.0,X
14235,변상권,X,HEROES,2024,1997.0,27.0,LF,-0.2,77.0,-0.58,0.38,232.0,232.0,219.0,16.0,55.0,3.0,1.0,5.0,75.0,21.0,0.0,0.0,11.0,1.0,0.0,51.0,4.0,0.0,1.0,0.251,0.289,0.342,0.631,0.075,57.6,5500.0,4800.0,X
14236,변우혁,X,KIA,2024,2000.0,24.0,1B,0.72,69.0,0.77,-0.04,187.0,187.0,168.0,22.0,51.0,9.0,2.0,5.0,79.0,21.0,1.0,0.0,16.0,2.0,0.0,48.0,8.0,0.0,1.0,0.304,0.369,0.47,0.839,0.159,119.0,8500.0,6000.0,X
14237,서건창,X,KIA,2024,1989.0,35.0,1B,1.51,94.0,1.54,-0.02,248.0,245.0,203.0,40.0,63.0,14.0,1.0,1.0,82.0,26.0,3.0,1.0,36.0,3.0,0.0,31.0,2.0,3.0,3.0,0.31,0.416,0.404,0.82,0.169,124.5,12000.0,5000.0,X
14238,서동욱,X,LOTTE,2024,2000.0,24.0,C,-0.45,33.0,-0.35,-0.1,27.0,27.0,26.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.115,0.148,0.154,0.302,-0.052,-37.8,3500.0,3300.0,X
14239,서동욱,X,LOTTE,2024,2000.0,24.0,C,-0.45,33.0,-0.35,-0.1,27.0,27.0,26.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.115,0.148,0.154,0.302,-0.052,-37.8,3500.0,3000.0,X
14240,서영준,,LG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,O
14241,서예일,X,DOOSAN,2024,1993.0,31.0,3B,0.03,24.0,-0.09,0.12,20.0,20.0,18.0,2.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.222,0.3,0.222,0.522,0.05,38.9,,,
14242,서유신,,HEROES,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3000.0,X
14243,서의태,,NC,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3000.0,X
14244,서진용,,SK/SSG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38000.0,45000.0,X
14245,서호철,X,NC,2024,1996.0,28.0,3B,1.39,141.0,1.28,0.11,567.0,561.0,512.0,68.0,146.0,19.0,3.0,10.0,201.0,61.0,1.0,3.0,30.0,16.0,0.0,101.0,15.0,6.0,3.0,0.285,0.342,0.393,0.735,0.123,93.3,17500.0,12000.0,X
14246,석정우,,SK/SSG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.0,3000.0,X
14247,성동현,,LG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400.0,3200.0,X
14248,성영탁,,KIA,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3000.0,X
14249,성재헌,,KT,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600.0,3000.0,X
14250,성준서,,LG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,O
14251,성지훈,,HANWHA,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3000.0,X
14252,소이현,,NC,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.0,3200.0,X
14253,소형준,,KT,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22000.0,22000.0,X
14254,손동현,,KT,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,12000.0,X
14255,손성빈,X,LOTTE,2024,2002.0,22.0,C,0.08,86.0,0.19,-0.11,171.0,170.0,152.0,24.0,30.0,6.0,2.0,6.0,58.0,21.0,0.0,0.0,13.0,3.0,0.0,38.0,3.0,1.0,2.0,0.197,0.271,0.382,0.653,0.082,58.7,6800.0,5000.0,X
14256,손아섭,O,NC,2024,1988.0,36.0,DH,0.08,84.0,-0.23,0.31,355.0,353.0,333.0,45.0,95.0,16.0,0.0,7.0,132.0,50.0,6.0,2.0,16.0,0.0,0.0,65.0,1.0,2.0,4.0,0.285,0.314,0.396,0.71,0.103,78.3,50000.0,50000.0,X
14257,손용준,,LG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.0,3000.0,X
14258,손율기,,DOOSAN,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3000.0,X
14259,손주영,,LG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17200.0,4300.0,X
14260,손주환,,NC,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3000.0,X
14261,손현기,,HEROES,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.0,3000.0,X
14262,손호영,X,LOTTE,2024,1994.0,30.0,3B,2.21,102.0,2.89,-0.68,430.0,427.0,398.0,70.0,126.0,26.0,4.0,18.0,214.0,78.0,7.0,4.0,17.0,9.0,2.0,65.0,6.0,1.0,5.0,0.317,0.354,0.538,0.892,0.169,120.6,12500.0,4500.0,X
14263,송민섭,X,KT,2024,1991.0,33.0,RF,-0.18,36.0,0.08,-0.26,20.0,19.0,14.0,8.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,6.0,0.0,1.0,0.0,0.214,0.421,0.214,0.635,0.145,105.2,6000.0,6500.0,X
14264,송성문,X,HEROES,2024,1996.0,28.0,3B,6.13,142.0,5.83,0.29,602.0,601.0,527.0,88.0,179.0,29.0,4.0,19.0,273.0,104.0,21.0,0.0,64.0,3.0,2.0,82.0,5.0,0.0,8.0,0.34,0.409,0.518,0.927,0.191,148.9,30000.0,13000.0,X
14265,송승기,,LG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600.0,3500.0,X
14266,송승환,X,NC,2024,2000.0,24.0,RF,0.09,3.0,-0.05,0.14,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,-0.022,-16.6,3200.0,3500.0,X
14267,송영진,,SK/SSG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500.0,4500.0,X
14268,송은범,,SAMSUNG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.0,5000.0,X
14269,송재영,,LOTTE,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200.0,3100.0,X
14270,송지후,X,HEROES,2024,2005.0,19.0,2B,-0.05,2.0,-0.03,-0.01,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19,-151.2,,,
14271,송찬의,X,LG,2024,1999.0,25.0,DH,-0.13,10.0,-0.12,-0.01,21.0,20.0,15.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,6.0,0.0,1.0,1.0,0.067,0.25,0.067,0.317,0.003,2.3,3500.0,3600.0,X
14272,송호정,,HANWHA,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.0,,X
14273,신경민,,SAMSUNG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3000.0,X
14274,신명승,,KIA,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3000.0,X
14275,신민우,,NC,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,O
14276,신민재,X,LG,2024,1996.0,28.0,2B,2.64,128.0,3.11,-0.47,474.0,459.0,387.0,78.0,115.0,11.0,6.0,0.0,138.0,40.0,32.0,11.0,64.0,5.0,1.0,47.0,7.0,15.0,3.0,0.297,0.401,0.357,0.758,0.148,114.2,20000.0,11500.0,X
14277,신민혁,,NC,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000.0,18000.0,X
14278,신범수,X,SK/SSG,2024,1998.0,26.0,DH,-0.07,11.0,-0.07,0.0,29.0,29.0,27.0,4.0,6.0,3.0,0.0,0.0,9.0,2.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.222,0.276,0.333,0.609,0.074,51.8,3200.0,5000.0,X
14279,신범준,,KT,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3000.0,X
14280,신병률,,LOTTE,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.0,3100.0,X
14281,신본기,O,KT,2024,1989.0,35.0,SS,0.82,84.0,0.84,-0.02,152.0,143.0,122.0,18.0,34.0,3.0,0.0,3.0,46.0,19.0,2.0,0.0,16.0,3.0,0.0,28.0,3.0,9.0,2.0,0.279,0.371,0.377,0.748,0.135,97.6,,,
14282,신영우,,NC,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3000.0,X
14283,신용석,X,NC,2024,2003.0,21.0,C,-0.06,2.0,-0.07,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19,-136.9,3000.0,3000.0,X
14284,신우재,,HANWHA,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,O
14285,신윤후,X,LOTTE,2024,1996.0,28.0,RF,0.12,39.0,-0.29,0.41,35.0,34.0,31.0,5.0,5.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,2.0,0.0,8.0,1.0,1.0,0.0,0.161,0.235,0.161,0.396,0.004,2.9,4800.0,5200.0,X
14286,신지환,,SK/SSG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,O
14287,신헌민,,SK/SSG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300.0,3200.0,X
14288,신호준,,KT,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3000.0,X
14289,심규빈,,LG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3000.0,X
14290,심우준,,HANWHA,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000.0,29000.0,X
14291,심우준,X,KT,2024,1995.0,29.0,SS,0.64,53.0,0.65,-0.01,192.0,187.0,169.0,22.0,45.0,4.0,0.0,3.0,58.0,28.0,7.0,1.0,17.0,1.0,0.0,29.0,3.0,5.0,0.0,0.266,0.337,0.343,0.68,0.105,75.5,,,
14292,심재민,,LOTTE,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5400.0,9400.0,X
14293,심재훈,,SAMSUNG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,O
14294,심창민,,LG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000.0,8500.0,X
14295,안상현,X,SK/SSG,2024,1997.0,27.0,2B,-0.8,37.0,-0.58,-0.22,75.0,74.0,70.0,3.0,12.0,1.0,0.0,0.0,13.0,2.0,1.0,1.0,4.0,0.0,0.0,14.0,0.0,1.0,0.0,0.171,0.216,0.186,0.402,-0.01,-7.2,3200.0,4000.0,X
14296,안승한,X,DOOSAN,2024,1992.0,32.0,C,-0.03,4.0,-0.05,0.02,5.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,-0.022,-17.2,,,
14297,안시후,,LG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,O
14298,안익훈,X,LG,2024,1996.0,28.0,LF,-0.02,37.0,-0.42,0.4,56.0,54.0,49.0,8.0,9.0,1.0,0.0,0.0,10.0,3.0,2.0,0.0,4.0,0.0,0.0,13.0,2.0,2.0,1.0,0.184,0.241,0.204,0.445,0.01,7.8,5200.0,5500.0,X
14299,안주형,X,SAMSUNG,2024,1993.0,31.0,2B,-0.92,82.0,-0.57,-0.35,166.0,154.0,142.0,24.0,31.0,2.0,0.0,0.0,33.0,8.0,4.0,2.0,11.0,1.0,0.0,39.0,3.0,12.0,0.0,0.218,0.279,0.232,0.511,0.041,29.2,7000.0,5200.0,X
14300,안중열,X,NC,2024,1995.0,29.0,C,0.23,10.0,0.29,-0.06,25.0,25.0,21.0,5.0,6.0,1.0,0.0,2.0,13.0,4.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,1.0,0.286,0.36,0.619,0.979,0.187,138.4,6600.0,7100.0,X
14301,안진,,HANWHA,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3000.0,X
14302,안치영,X,KT,2024,1998.0,26.0,CF,-0.22,31.0,-0.26,0.05,48.0,46.0,44.0,12.0,11.0,0.0,0.0,0.0,11.0,3.0,0.0,1.0,2.0,0.0,0.0,12.0,0.0,2.0,0.0,0.25,0.283,0.25,0.533,0.042,30.8,4500.0,5000.0,X
14303,안치홍,O,HANWHA,2024,1990.0,34.0,DH,1.33,128.0,1.65,-0.31,533.0,531.0,473.0,64.0,142.0,21.0,0.0,13.0,202.0,66.0,3.0,2.0,49.0,6.0,1.0,70.0,10.0,1.0,4.0,0.3,0.37,0.427,0.797,0.146,107.9,50000.0,50000.0,X
14304,안현민,X,KT,2024,2003.0,21.0,LF,-0.07,16.0,0.01,-0.08,29.0,29.0,25.0,5.0,5.0,0.0,1.0,1.0,10.0,2.0,0.0,0.0,2.0,1.0,0.0,10.0,0.0,0.0,1.0,0.2,0.276,0.4,0.676,0.091,67.3,3300.0,3000.0,X
14305,양가온솔,,NC,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,O
14306,양도근,X,SAMSUNG,2024,2003.0,21.0,2B,0.04,16.0,0.01,0.03,29.0,28.0,23.0,5.0,4.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,1.0,0.0,0.174,0.321,0.261,0.582,0.085,58.1,3500.0,3000.0,X
14307,양석환,O,DOOSAN,2024,1991.0,33.0,1B,2.17,142.0,1.79,0.37,593.0,592.0,533.0,83.0,131.0,25.0,1.0,34.0,260.0,107.0,5.0,3.0,49.0,7.0,1.0,128.0,15.0,1.0,3.0,0.246,0.316,0.488,0.804,0.136,104.5,30000.0,30000.0,X
14308,양수호,,KIA,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,O
14309,양우현,X,SAMSUNG,2024,2000.0,24.0,2B,-0.17,7.0,-0.32,0.15,15.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.071,0.0,0.071,-0.138,-92.5,4000.0,3700.0,X
14310,양의지,O,DOOSAN,2024,1987.0,37.0,C,3.21,119.0,3.4,-0.19,485.0,482.0,430.0,57.0,135.0,18.0,1.0,17.0,206.0,94.0,2.0,1.0,40.0,9.0,5.0,56.0,13.0,0.0,6.0,0.314,0.379,0.479,0.858,0.164,125.3,160000.0,50000.0,X
14311,양재훈,,DOOSAN,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,O
14312,양지율,,HEROES,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500.0,3000.0,X
14313,양찬열,X,DOOSAN,2024,1997.0,27.0,RF,0.09,11.0,0.02,0.07,12.0,12.0,8.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.125,0.417,0.125,0.542,0.122,96.2,,,
14314,양창섭,,SAMSUNG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800.0,4800.0,X
14315,양현,,SAMSUNG,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000.0,9000.0,X
14316,양현종,,HEROES,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,50000.0,X
14317,양현종,,KIA,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000.0,50000.0,X
